id,key,value,type 
323030595,highway,residential,regular
323030596,highway,residential,regular
323030597,highway,residential,regular
323030598,highway,residential,regular
323030599,highway,residential,regular
323030970,name,Manek Baug Community Centre,regular
323030970,building,yes,regular
323030971,name,Elevate Apartments,regular
323030971,building,residential,regular
323030971,city,Ahmedabad,addr
323030971,street,120 Feet Ring Road,addr
323030971,country,IN,addr
323030971,district,Ahmedabad,addr
323031128,building,yes,regular
323031129,building,yes,regular
323031130,building,yes,regular
323031132,building,yes,regular
323031133,building,yes,regular
323031492,name,Prathna Vihar Society,regular
323031492,landuse,residential,regular
323031492,city,Ahmedabad,addr
323031492,street,Manek Baug Road,addr
323031493,building,yes,regular
323031494,building,yes,regular
323031494,street,shreyas flyover service road,addr
323031495,building,yes,regular
323031496,building,yes,regular
323031497,building,yes,regular
323031498,building,yes,regular
323031499,building,yes,regular
323031500,highway,residential,regular
323031501,highway,residential,regular
323031983,name,Shreyas Foundation School,regular
323031983,amenity,school,regular
323031983,operator,Shreyas Foundation,regular
323031983,opening_hours,Mo-Fr 08:30-20:00; Sa 08:00-15:00,regular
323032124,name,Mithila Society,regular
323032124,landuse,residential,regular
323032125,highway,residential,regular
323032126,highway,residential,regular
323032127,highway,residential,regular
323032128,landuse,residential,regular
323032128,street,100 Ft. Road,addr
323032129,landuse,residential,regular
323032524,name,ESIC Residential Colony,regular
323032524,landuse,residential,regular
323032525,name,Visha Jain Oswal Club,regular
323032525,building,yes,regular
323037140,highway,residential,regular
323037188,name,Indraprasth Bungalows and Apartments,regular
323037188,landuse,residential,regular
323206885,building,yes,regular
323206886,building,yes,regular
323206887,building,yes,regular
323206889,landuse,residential,regular
323234317,highway,residential,regular
323234318,highway,residential,regular
323234319,highway,residential,regular
323234320,highway,residential,regular
323234321,highway,residential,regular
323234322,highway,residential,regular
323234323,highway,residential,regular
323234324,highway,residential,regular
323234325,landuse,residential,regular
323234510,name,Saijpur Lake,regular
323234510,landuse,reservoir,regular
323235543,highway,residential,regular
323235544,highway,residential,regular
323235545,highway,residential,regular
323235546,highway,residential,regular
323235547,highway,residential,regular
323235548,highway,residential,regular
323235549,highway,residential,regular
323235550,highway,residential,regular
323235551,highway,residential,regular
323235552,highway,residential,regular
323235553,highway,residential,regular
323235554,highway,residential,regular
323235555,highway,residential,regular
323236573,highway,residential,regular
323237649,highway,residential,regular
323237650,highway,residential,regular
323237651,highway,residential,regular
323237652,highway,residential,regular
323237653,highway,residential,regular
323237654,highway,residential,regular
323237655,highway,residential,regular
323237656,highway,residential,regular
323237657,highway,residential,regular
323237658,highway,residential,regular
323237659,highway,residential,regular
323237660,highway,residential,regular
323245614,landuse,residential,regular
323245615,landuse,residential,regular
323245616,landuse,residential,regular
323421324,highway,residential,regular
323421325,highway,unclassified,regular
323421777,name,Paldi Municipal Garden,regular
323421777,leisure,garden,regular
323430445,name,Cambay Grand,regular
323430445,phone,0792740 0228,regular
323430445,stars,3,regular
323430445,tourism,hotel,regular
323430445,website,http://cambayhotels.com,regular
323430445,building,yes,regular
323430445,wheelchair,yes,regular
323430445,internet_access,yes,regular
323430445,fee,yes,internet_access
323430569,name,Enigma Tower,regular
323430569,building,yes,regular
323431773,name,BV Patel Pharmaceutical Education and Research Development,regular
323431773,amenity,college,regular
323431953,name,Eklavya Sport Academy,regular
323431953,sport,multi,regular
323431953,leisure,sports_centre,regular
323431994,landuse,residential,regular
323432223,landuse,residential,regular
323433734,name,Doordarshan Kendra,regular
323433734,type,video,regular
323433734,amenity,studio,regular
323433734,operator,Doordarshan India,regular
323433737,name,Goyal Intercity,regular
323433737,landuse,residential,regular
323435251,highway,residential,regular
323437439,highway,residential,regular
323437440,highway,residential,regular
323438369,name,Udgam School for Children,regular
323438369,amenity,school,regular
323438369,operator,Udgam School for Children Trust,regular
323441887,ref,NH147,regular
323441887,name,Thaltej Underbridge,regular
323441887,layer,-1,regular
323441887,oneway,yes,regular
323441887,tunnel,yes,regular
323441887,highway,trunk,regular
323441887,old,NH8C,ref
323441890,ref,NH147,regular
323441890,name,Thaltej Underbridge,regular
323441890,layer,-1,regular
323441890,oneway,yes,regular
323441890,tunnel,yes,regular
323441890,highway,trunk,regular
323441890,old,NH8C,ref
323441892,highway,tertiary,regular
323443295,highway,residential,regular
323443296,landuse,residential,regular
323443467,highway,residential,regular
323443468,highway,residential,regular
323443469,landuse,residential,regular
323895525,barrier,fence,regular
323895526,barrier,wall,regular
323895527,name,AMTS City Bus Stand,regular
323895527,amenity,bus_station,regular
323895528,name,Ahmed Sah Mosque,regular
323895528,barrier,fence,regular
323895528,leisure,garden,regular
323895529,name,Ahmed Sah Mosque,regular
323895529,amenity,place_of_worship,regular
323895529,building,mosque,regular
323895529,religion,muslim,regular
323895530,name,Electricity House,regular
323895530,building,yes,regular
323895531,name,Gandhi Road,regular
323895531,highway,unclassified,regular
323895532,landuse,industrial,regular
323895532,description,coal storage,regular
323895533,name,Rustom Cama Marg,regular
323895533,oneway,yes,regular
323895533,highway,secondary,regular
323895534,name,Sidi Saiyad Mosque,regular
323895534,amenity,place_of_worship,regular
323895534,building,mosque,regular
323895534,religion,muslim,regular
323895534,opening_hours,24/7,regular
323895534,service_times,"sunset,sunrise",regular
323895535,name,Sidi Saiyad Mosque,regular
323895535,barrier,fence,regular
323895535,historic,monument,regular
323895535,wikidata,Q2032778,regular
323895535,wikipedia,en:Sidi Saiyyed Mosque,regular
323895535,description,Monument of National Importance. N-GJ-3.,regular
323895536,oneway,yes,regular
323895536,highway,secondary,regular
323895537,area,yes,regular
323895537,highway,pedestrian,regular
323895538,highway,footway,regular
323895540,highway,residential,regular
323895541,highway,residential,regular
323895542,highway,residential,regular
323895543,highway,footway,regular
323895544,highway,living_street,regular
323895545,highway,service,regular
323895546,highway,residential,regular
323895547,highway,service,regular
323895548,oneway,yes,regular
323895548,highway,residential,regular
323895549,highway,residential,regular
323895550,highway,residential,regular
323895551,highway,service,regular
323895552,highway,residential,regular
323895553,oneway,yes,regular
323895553,highway,residential,regular
323895554,highway,footway,regular
323895555,highway,living_street,regular
323895556,oneway,yes,regular
323895556,highway,residential,regular
323895558,highway,service,regular
323895559,oneway,yes,regular
323895559,highway,secondary,regular
323895560,highway,footway,regular
323895561,highway,secondary,regular
323895562,highway,living_street,regular
323895563,highway,living_street,regular
323895564,highway,service,regular
323895565,highway,footway,regular
323895566,highway,residential,regular
323895567,oneway,yes,regular
323895567,highway,residential,regular
323895568,highway,residential,regular
323895569,highway,residential,regular
323895570,highway,residential,regular
323895571,highway,residential,regular
323895572,highway,residential,regular
323895573,highway,living_street,regular
323895574,highway,footway,regular
323895575,highway,unclassified,regular
323895576,highway,footway,regular
323895577,highway,residential,regular
323895578,highway,residential,regular
323895579,highway,tertiary,regular
323895580,highway,residential,regular
324732779,building,commercial,regular
324732779,city,Ahmedabad,addr
324732779,street,Chimanlal Girdharlal Road,addr
324732779,country,IN,addr
324734208,highway,residential,regular
324734570,highway,residential,regular
324735706,landuse,residential,regular
324735961,landuse,residential,regular
324736022,landuse,residential,regular
324736481,landuse,residential,regular
324736629,highway,residential,regular
324736749,name,Aditya Building,regular
324736749,building,commercial,regular
324736749,city,Ahmedabad,addr
324736749,country,IN,addr
324736749,district,Ahmedabad,addr
324736749,levels,10,building
324736856,name,Urvashi Apartments,regular
324736856,building,residential,regular
324736856,city,Ahmedabad,addr
324736856,country,IN,addr
324736856,district,Ahmedabad,addr
324736856,levels,10,building
324736857,name,Urvashi Apartments,regular
324736857,building,residential,regular
324736857,city,Ahmedabad,addr
324736857,district,Ahmedabad,addr
324736857,levels,10,building
324736981,building,commercial,regular
324736981,city,Ahmedabad,addr
324736981,street,Netaji Subhash Chandra Road,addr
324736981,country,IN,addr
324736981,district,Ahmedabad,addr
324742515,name,Abhijeet 1,regular
324742515,building,commercial,regular
324742515,country,IN,addr
324742515,levels,11,building
324985160,highway,residential,regular
324985343,landuse,commercial,regular
324985547,name,New Bhrahmakshatriya Society,regular
324985547,landuse,residential,regular
324985612,landuse,commercial,regular
324985613,landuse,commercial,regular
324985858,highway,residential,regular
324991273,highway,residential,regular
324991274,highway,residential,regular
324991562,highway,residential,regular
324991740,highway,residential,regular
325003220,name,Tagore Hall Parking,regular
325003220,access,yes,regular
325003220,amenity,parking_space,regular
325003220,surface,sand,regular
325003220,capacity,250,regular
325003221,highway,service,regular
325003222,landuse,residential,regular
325004236,landuse,commercial,regular
325004273,highway,service,regular
325004408,name,Gagandeep Complex,regular
325004408,building,commercial,regular
325004494,name,Shefali Complex,regular
325004494,building,commercial,regular
325004666,highway,residential,regular
325004667,highway,residential,regular
325004668,highway,residential,regular
325004669,highway,residential,regular
325014563,landuse,recreation_ground,regular
325014564,landuse,recreation_ground,regular
325014565,barrier,wall,regular
325014566,highway,living_street,regular
325014567,highway,living_street,regular
325014568,highway,footway,regular
325014569,highway,residential,regular
325014570,highway,residential,regular
325014571,highway,residential,regular
325042447,highway,residential,regular
325042793,highway,residential,regular
325042794,highway,residential,regular
325042795,highway,residential,regular
325162795,landuse,residential,regular
325163029,highway,path,regular
326191311,building,yes,regular
326191320,building,yes,regular
326191652,building,yes,regular
326191789,building,yes,regular
326191806,building,yes,regular
326191970,building,yes,regular
326191971,building,yes,regular
326191972,building,yes,regular
326191973,building,yes,regular
326191974,building,yes,regular
326192103,building,commercial,regular
326192473,highway,tertiary,regular
326192612,building,yes,regular
326192629,building,yes,regular
326192661,building,yes,regular
326192663,building,yes,regular
326192814,building,yes,regular
326196542,building,yes,regular
326196543,building,yes,regular
326196544,building,yes,regular
326196545,building,yes,regular
326196546,building,yes,regular
326196547,building,yes,regular
326196548,building,yes,regular
326196549,building,yes,regular
326197624,building,yes,regular
326197688,building,yes,regular
326197901,building,yes,regular
326197902,building,yes,regular
326197903,building,yes,regular
326197904,name,Sabarmati Riverfront approach road,regular
326197904,highway,tertiary,regular
326198721,name,Sabarmati Riverfront road,regular
326198721,highway,tertiary,regular
326198723,name,Sabarmati Riverfront road,regular
326198723,highway,tertiary,regular
326198725,name,Sabarmati Riverfront road,regular
326198725,highway,secondary,regular
326198727,name,Sabarmati Riverfront road,regular
326198727,tunnel,yes,regular
326198727,highway,secondary,regular
326198728,name,Sabarmati Riverfront road,regular
326198728,layer,1,regular
326198728,bridge,yes,regular
326198728,highway,tertiary,regular
326198730,name,Sabarmati Riverfront road,regular
326198730,layer,1,regular
326198730,bridge,yes,regular
326198730,highway,tertiary,regular
326198733,name,Sabarmati Riverfront road,regular
326198733,layer,1,regular
326198733,bridge,yes,regular
326198733,highway,tertiary,regular
326198735,name,Sabarmati Riverfront road,regular
326198735,layer,1,regular
326198735,bridge,yes,regular
326198735,highway,tertiary,regular
326198737,name,Sabarmati Riverfront road,regular
326198737,layer,-1,regular
326198737,tunnel,yes,regular
326198737,highway,secondary,regular
326198742,name,Sabarmati Riverfront road,regular
326198742,layer,1,regular
326198742,bridge,yes,regular
326198742,highway,tertiary,regular
326198744,name,Sabarmati Riverfront road,regular
326198744,layer,1,regular
326198744,bridge,yes,regular
326198744,highway,tertiary,regular
326198746,name,Sabarmati Riverfront road,regular
326198746,highway,secondary,regular
326198747,name,Sabarmati Riverfront road,regular
326198747,highway,secondary,regular
326198749,name,Sabarmati Riverfront road,regular
326198749,highway,tertiary,regular
326198751,name,Sabarmati Riverfront road,regular
326198751,highway,tertiary,regular
326198753,name,Sabarmati Riverfront road,regular
326198753,highway,tertiary,regular
326198755,name,Sabarmati Riverfront road,regular
326198755,highway,tertiary,regular
326198931,building,commercial,regular
326198932,highway,secondary,regular
326198933,highway,secondary,regular
326199283,building,yes,regular
326199284,highway,tertiary,regular
326199298,building,commercial,regular
326201380,building,yes,regular
326201382,building,yes,regular
326202081,highway,residential,regular
326202082,highway,secondary,regular
326202083,highway,tertiary,regular
326202084,highway,secondary,regular
326202085,highway,secondary,regular
326202086,highway,tertiary,regular
326202087,highway,secondary,regular
326202088,highway,tertiary,regular
326202089,highway,tertiary,regular
326202091,landuse,residential,regular
326208414,highway,residential,regular
326208556,highway,residential,regular
326208737,highway,residential,regular
326210160,highway,tertiary,regular
326210234,highway,residential,regular
326210238,highway,residential,regular
326210316,highway,residential,regular
326210377,highway,residential,regular
326210405,highway,residential,regular
326210426,highway,residential,regular
326210445,highway,residential,regular
326210449,highway,residential,regular
326210466,highway,residential,regular
326210467,highway,residential,regular
326210632,building,yes,regular
326211274,building,yes,regular
326211275,building,yes,regular
326211276,building,yes,regular
326211277,building,yes,regular
326211278,building,yes,regular
326211279,building,yes,regular
326211280,building,yes,regular
326211281,building,yes,regular
326211282,building,yes,regular
326211283,building,yes,regular
326211284,building,yes,regular
326211285,building,yes,regular
326211286,building,yes,regular
326211364,highway,residential,regular
326211365,highway,residential,regular
326211366,highway,residential,regular
326211444,highway,residential,regular
326212290,highway,residential,regular
326213151,highway,residential,regular
326213293,highway,residential,regular
326213294,highway,residential,regular
326213680,highway,residential,regular
326213722,highway,residential,regular
326213742,highway,residential,regular
326213743,highway,residential,regular
326213936,highway,residential,regular
326486986,landuse,residential,regular
326490209,leisure,garden,regular
326490267,landuse,residential,regular
326490550,highway,residential,regular
326490608,highway,residential,regular
326490609,highway,residential,regular
326490746,building,yes,regular
326490747,building,yes,regular
326490748,building,yes,regular
326490749,building,yes,regular
326490750,building,yes,regular
326490751,building,yes,regular
326490752,building,yes,regular
326490753,building,yes,regular
326490754,building,yes,regular
326490755,building,yes,regular
326490756,building,yes,regular
326490757,building,yes,regular
326490766,building,yes,regular
326490768,building,yes,regular
326490782,building,yes,regular
326490783,building,yes,regular
326490784,building,yes,regular
326490785,building,yes,regular
326490786,building,yes,regular
326490788,highway,residential,regular
326490789,highway,residential,regular
326490790,highway,residential,regular
326490791,highway,residential,regular
326490796,highway,residential,regular
326490854,highway,residential,regular
326490919,landuse,residential,regular
326490923,landuse,residential,regular
326491024,landuse,residential,regular
326491056,highway,residential,regular
326491258,highway,residential,regular
326491259,highway,residential,regular
326491260,highway,residential,regular
326491261,highway,residential,regular
326491262,highway,residential,regular
326491263,highway,residential,regular
326491303,landuse,residential,regular
326491549,highway,tertiary,regular
326491550,highway,tertiary,regular
326491551,highway,tertiary,regular
326491552,highway,tertiary,regular
326491553,highway,tertiary,regular
326491554,highway,tertiary,regular
326491656,landuse,residential,regular
326491694,name,Vastrapur railway station road,regular
326491694,highway,unclassified,regular
326491697,highway,residential,regular
326491717,highway,residential,regular
326491718,highway,residential,regular
326491719,highway,residential,regular
326491720,highway,residential,regular
326491721,highway,residential,regular
326493184,highway,residential,regular
326493185,highway,residential,regular
326493186,highway,residential,regular
326493186,surface,asphalt,regular
326493187,highway,residential,regular
326493188,highway,residential,regular
326493189,highway,residential,regular
326493190,highway,residential,regular
326493191,highway,residential,regular
326493192,highway,residential,regular
326493193,highway,residential,regular
326493195,highway,residential,regular
326493196,highway,residential,regular
326493197,highway,residential,regular
326493198,highway,residential,regular
326493199,highway,residential,regular
326493200,highway,residential,regular
326493201,highway,residential,regular
326493202,highway,residential,regular
326493203,highway,residential,regular
326493204,highway,residential,regular
326493205,highway,residential,regular
326493206,highway,residential,regular
326493207,highway,residential,regular
326493208,highway,residential,regular
326493209,highway,residential,regular
326493210,highway,residential,regular
326493211,highway,residential,regular
326493212,highway,residential,regular
326493213,highway,residential,regular
326493214,highway,residential,regular
326493215,highway,residential,regular
326493216,highway,residential,regular
326493217,highway,residential,regular
326493218,highway,residential,regular
326493219,highway,residential,regular
326493220,highway,residential,regular
326493221,highway,residential,regular
326493222,highway,residential,regular
326493223,highway,residential,regular
326493224,highway,residential,regular
326493225,highway,residential,regular
326493226,highway,residential,regular
326493227,highway,residential,regular
326493228,highway,residential,regular
326493229,highway,residential,regular
326493230,highway,residential,regular
326493232,highway,residential,regular
326493233,highway,residential,regular
326493234,highway,residential,regular
326493235,highway,residential,regular
326493236,highway,residential,regular
326493237,highway,residential,regular
326493238,highway,residential,regular
326493239,highway,residential,regular
326493240,highway,residential,regular
326493241,landuse,cemetery,regular
326493345,highway,unclassified,regular
326493400,highway,tertiary,regular
326493488,water,lake,regular
326493488,natural,water,regular
326493507,highway,path,regular
326493561,highway,residential,regular
326493562,highway,path,regular
326493623,name,Bopal 444,regular
326493623,landuse,residential,regular
326493723,highway,residential,regular
326493724,highway,residential,regular
326493725,highway,residential,regular
326493726,highway,residential,regular
326493727,highway,residential,regular
326493728,highway,residential,regular
326493729,highway,residential,regular
326493730,highway,residential,regular
326493731,highway,residential,regular
326493732,landuse,plantation,regular
326493732,natural,grassland,regular
326493807,landuse,residential,regular
326493809,landuse,plantation,regular
326493866,landuse,plantation,regular
326493904,landuse,plantation,regular
326493905,landuse,plantation,regular
326493916,landuse,plantation,regular
326493944,landuse,plantation,regular
326493966,landuse,plantation,regular
326494081,landuse,residential,regular
326494178,highway,residential,regular
326494199,highway,residential,regular
326495343,landuse,plantation,regular
326674327,name,Pirana Sewage Treatment plant,regular
326674327,man_made,wastewater_plant,regular
326674327,city,ahmedabad,addr
326674327,street,Narol Sarkhej Road,addr
326674327,postcode,382405,addr
326674328,landuse,industrial,regular
326674773,layer,-1,regular
326674773,waterway,drain,regular
326676629,ref,NH8,regular
326676629,oneway,yes,regular
326676629,highway,trunk,regular
326676630,name,Side Road,regular
326676630,oneway,yes,regular
326676630,highway,tertiary,regular
326676631,highway,secondary,regular
326676632,highway,tertiary,regular
326676633,highway,unclassified,regular
326676634,highway,unclassified,regular
326676635,highway,unclassified,regular
326676636,highway,unclassified,regular
326676637,highway,unclassified,regular
326676638,highway,unclassified,regular
326676639,name,Transport Depot,regular
326676639,landuse,garages,regular
326676640,name,Transport Workshop,regular
326676640,landuse,industrial,regular
326677145,name,Jamalpur Market,regular
326677145,amenity,marketplace,regular
326677145,landuse,retail,regular
326677297,highway,service,regular
326677921,oneway,-1,regular
326677921,highway,secondary,regular
326677922,oneway,yes,regular
326677922,highway,secondary,regular
326677923,name,Lala Lajpat Rai Marg,regular
326677923,oneway,yes,regular
326677923,highway,secondary,regular
326677924,oneway,yes,regular
326677924,highway,primary,regular
326680942,oneway,yes,regular
326680942,highway,primary,regular
326680943,layer,1,regular
326680943,bridge,yes,regular
326680943,oneway,-1,regular
326680943,highway,primary_link,regular
326680944,oneway,yes,regular
326680944,highway,primary,regular
326681682,name,Kankaria Goods Terminal,regular
326681682,landuse,railway,regular
326681683,railway,rail,regular
326681683,service,siding,regular
326681684,name,Kankaria Zoo,regular
326681684,tourism,zoo,regular
326681685,highway,unclassified,regular
326682666,name,Ankur Textile,regular
326682666,landuse,industrial,regular
326682668,man_made,wastewater_plant,regular
326682669,name,Gita Mandir,regular
326682669,amenity,place_of_worship,regular
326682669,religion,hindu,regular
326682670,landuse,industrial,regular
326682672,landuse,industrial,regular
326682673,landuse,industrial,regular
326682674,highway,unclassified,regular
326728714,oneway,yes,regular
326728714,highway,secondary_link,regular
326728715,highway,tertiary,regular
326728716,name,Canal road,regular
326728716,highway,unclassified,regular
326728717,highway,tertiary,regular
326728718,highway,tertiary,regular
326728719,highway,unclassified,regular
326728720,highway,tertiary,regular
326728721,highway,tertiary,regular
326728722,oneway,yes,regular
326728722,highway,primary_link,regular
326728723,oneway,yes,regular
326728723,highway,primary_link,regular
326728724,highway,tertiary,regular
326728725,highway,tertiary,regular
326728726,oneway,yes,regular
326728726,highway,primary_link,regular
326728727,highway,unclassified,regular
326728728,highway,tertiary,regular
326728729,highway,residential,regular
326728730,oneway,yes,regular
326728730,highway,primary_link,regular
326728731,highway,residential,regular
326728732,oneway,yes,regular
326728732,highway,secondary,regular
326728733,highway,tertiary,regular
326728734,highway,unclassified,regular
326728735,highway,unclassified,regular
326728736,highway,residential,regular
326728737,landuse,industrial,regular
326728738,landuse,industrial,regular
326728739,waterway,drain,regular
326729110,highway,unclassified,regular
326731568,name,LG Medical College,regular
326731568,amenity,college,regular
326731569,name,Lallubhai Gordhanbhai Municipal General Hospital,regular
326731569,amenity,hospital,regular
326731570,name,Railway Colony,regular
326731570,landuse,residential,regular
326731572,building,yes,regular
326731573,highway,tertiary,regular
326731574,oneway,yes,regular
326731574,highway,secondary,regular
326731575,oneway,yes,regular
326731575,highway,secondary,regular
326731576,bridge,yes,regular
326731576,highway,footway,regular
326731577,bridge,yes,regular
326731577,highway,footway,regular
326731578,highway,unclassified,regular
326731579,highway,tertiary,regular
326731580,highway,unclassified,regular
326731581,highway,unclassified,regular
326731582,highway,unclassified,regular
326731583,highway,unclassified,regular
326731584,landuse,industrial,regular
326732726,natural,water,regular
326732727,name,Punit Nagar Road,regular
326732727,highway,tertiary,regular
326732728,name,Vatwa Road,regular
326732728,lanes,4,regular
326732728,highway,secondary,regular
326732728,surface,paved,regular
326732729,highway,tertiary,regular
326732730,highway,tertiary,regular
326732731,highway,unclassified,regular
326732732,highway,unclassified,regular
326732733,highway,secondary,regular
326732734,highway,primary,regular
326732735,oneway,yes,regular
326732735,highway,secondary_link,regular
326732736,highway,unclassified,regular
326732737,oneway,yes,regular
326732737,highway,secondary_link,regular
326732738,highway,tertiary,regular
326732740,highway,tertiary,regular
326732741,highway,tertiary,regular
326732742,layer,1,regular
326732742,bridge,yes,regular
326732742,highway,secondary,regular
326732743,highway,tertiary,regular
326732744,landuse,residential,regular
326732745,landuse,residential,regular
326732746,waterway,weir,regular
326733226,name,Punit Nagar Road,regular
326733226,highway,tertiary,regular
326733227,name,Punit Nagar Road,regular
326733227,tunnel,yes,regular
326733227,highway,secondary,regular
326733228,electrified,contact_line,regular
326733228,frequency,50,regular
326733228,gauge,1676,regular
326733228,railway,rail,regular
326733228,voltage,25000,regular
326733270,psv,yes,regular
326733270,name,BRTS Route,regular
326733270,layer,1,regular
326733270,access,no,regular
326733270,bridge,yes,regular
326733270,oneway,-1,regular
326733270,highway,service,regular
326733272,psv,yes,regular
326733272,name,BRTS Route,regular
326733272,layer,1,regular
326733272,access,no,regular
326733272,bridge,yes,regular
326733272,oneway,-1,regular
326733272,highway,service,regular
326733273,psv,yes,regular
326733273,name,BRTS Route,regular
326733273,layer,1,regular
326733273,access,no,regular
326733273,oneway,-1,regular
326733273,highway,service,regular
326733274,psv,yes,regular
326733274,name,BRTS Route,regular
326733274,layer,1,regular
326733274,access,no,regular
326733274,oneway,-1,regular
326733274,highway,service,regular
326733275,lanes,2,regular
326733275,layer,1,regular
326733275,oneway,yes,regular
326733275,highway,primary,regular
326733275,old,NH8,ref
326733275,motorroad,no,regular
326733276,lanes,2,regular
326733276,layer,1,regular
326733276,bridge,yes,regular
326733276,oneway,yes,regular
326733276,highway,primary,regular
326733276,old,NH8,ref
326733276,motorroad,no,regular
326733277,lanes,2,regular
326733277,layer,1,regular
326733277,bridge,yes,regular
326733277,oneway,yes,regular
326733277,highway,primary,regular
326733277,old,NH8,ref
326733277,motorroad,no,regular
326733278,lanes,2,regular
326733278,layer,1,regular
326733278,oneway,yes,regular
326733278,highway,primary,regular
326733278,old,NH8,ref
326733278,motorroad,no,regular
326734029,name,Swami Bapa Smruti Mandir Road,regular
326734029,highway,tertiary,regular
326734033,highway,unclassified,regular
326734035,highway,unclassified,regular
326736136,name,AMT Depot,regular
326736136,landuse,garages,regular
326736137,name,Uttamnagar Garden,regular
326736137,leisure,park,regular
326736138,highway,unclassified,regular
326736139,highway,unclassified,regular
326736140,highway,unclassified,regular
326736141,highway,tertiary,regular
326736142,highway,tertiary,regular
326736143,highway,primary,regular
326736144,highway,tertiary,regular
326736145,highway,tertiary,regular
326736146,highway,tertiary,regular
326736147,highway,tertiary,regular
326736148,highway,unclassified,regular
326737425,highway,residential,regular
326737426,highway,residential,regular
326737427,highway,residential,regular
326737428,highway,residential,regular
326737429,highway,residential,regular
326737430,highway,residential,regular
326737431,highway,residential,regular
326737432,highway,residential,regular
326737433,highway,residential,regular
326737434,highway,residential,regular
326737435,highway,residential,regular
326737436,highway,residential,regular
326737437,highway,residential,regular
326737438,highway,residential,regular
326737439,highway,residential,regular
326737440,highway,residential,regular
326737441,highway,residential,regular
326737442,highway,residential,regular
326737443,highway,residential,regular
326737444,highway,residential,regular
326737445,highway,residential,regular
326737446,highway,residential,regular
326737447,highway,residential,regular
326737448,highway,residential,regular
326737449,highway,residential,regular
326737450,highway,residential,regular
326737451,highway,residential,regular
326737452,highway,residential,regular
326737453,highway,residential,regular
326737455,highway,residential,regular
326737456,highway,residential,regular
326737458,highway,residential,regular
326737459,highway,residential,regular
326737460,highway,residential,regular
326737461,highway,unclassified,regular
326737462,highway,unclassified,regular
326738598,name,Danilimda Road,regular
326738598,highway,tertiary,regular
326738601,name,Vatwa Road,regular
326738601,lanes,2,regular
326738601,oneway,yes,regular
326738601,highway,tertiary,regular
326738601,surface,paved,regular
326738602,name,Vatwa Road,regular
326738602,lanes,2,regular
326738602,oneway,yes,regular
326738602,highway,secondary,regular
326738602,surface,paved,regular
326738604,name,Vatwa Road,regular
326738604,lanes,2,regular
326738604,highway,secondary,regular
326738604,surface,paved,regular
326738607,name,Vatwa Road,regular
326738607,lanes,2,regular
326738607,highway,secondary,regular
326738607,surface,paved,regular
326738608,highway,secondary,regular
326738610,oneway,yes,regular
326738610,highway,primary,regular
326738612,oneway,yes,regular
326738612,highway,tertiary,regular
326738614,oneway,-1,regular
326738614,highway,primary,regular
326738615,oneway,-1,regular
326738615,highway,secondary,regular
326738617,highway,tertiary,regular
326738618,highway,tertiary,regular
326739553,amenity,townhall,regular
326739554,name,Lala Lajpat Rai Marg,regular
326739554,oneway,yes,regular
326739554,highway,primary,regular
326739555,building,yes,regular
326739556,highway,unclassified,regular
326739557,highway,tertiary,regular
326739558,oneway,yes,regular
326739558,highway,secondary,regular
326739559,highway,tertiary,regular
326739560,highway,tertiary,regular
326739561,highway,unclassified,regular
326741363,highway,unclassified,regular
326741364,highway,tertiary,regular
326741365,highway,tertiary,regular
326741366,highway,unclassified,regular
326741367,highway,tertiary,regular
326741368,highway,unclassified,regular
326741369,highway,unclassified,regular
326741370,highway,tertiary,regular
326741371,highway,unclassified,regular
326741372,highway,unclassified,regular
326848214,name,Karanj Police Station,regular
326848214,amenity,police,regular
326848214,city,Ahmedabad,addr
326848214,postal_code,380001,regular
326848215,highway,unclassified,regular
326848216,highway,tertiary,regular
326848217,name,CHANDLODIA STATION ROAD,regular
326848217,highway,tertiary,regular
326848218,landuse,industrial,regular
326848219,landuse,industrial,regular
326848220,railway,rail,regular
326848220,service,spur,regular
326848221,railway,rail,regular
326848221,service,spur,regular
326849508,name,Gandhi Road,regular
326849508,highway,tertiary,regular
326849509,name,Childrens Traffic Park,regular
326849509,leisure,park,regular
326854333,name,Navroji Pestonji Vakil Marg,regular
326854333,highway,tertiary,regular
326854334,name,Navroji Pestonji Vakil Marg,regular
326854334,highway,tertiary,regular
326854335,name,Western Railway Line,regular
326854335,note,The Operator of the railway line is Indian Railways,regular
326854335,gauge,1676,regular
326854335,layer,1,regular
326854335,usage,main,regular
326854335,bridge,yes,regular
326854335,railway,rail,regular
326854335,voltage,25000,regular
326854335,frequency,50,regular
326854335,electrified,contact_line,regular
326854336,name,Western Railway Line,regular
326854336,gauge,1676,regular
326854336,layer,1,regular
326854336,usage,main,regular
326854336,bridge,yes,regular
326854336,railway,rail,regular
326854336,voltage,25000,regular
326854336,frequency,50,regular
326854336,electrified,contact_line,regular
326854337,name,Western Railway Line,regular
326854337,note,The Operator of the railway line is Indian Railways,regular
326854337,gauge,1676,regular
326854337,usage,main,regular
326854337,railway,rail,regular
326854337,voltage,25000,regular
326854337,frequency,50,regular
326854337,electrified,contact_line,regular
326854338,electrified,contact_line,regular
326854338,frequency,50,regular
326854338,gauge,1676,regular
326854338,name,Western Railway Line,regular
326854338,passenger_lines,2,regular
326854338,railway,rail,regular
326854338,usage,main,regular
326854338,voltage,25000,regular
